"TSS Code","Source Site","Study Name","BCR"
"48fd48b1-bd30-4568-a4fa-db70c024acef","HR","Ontario Institute for Cancer Research (OICR)","Skin Cutaneous Melanoma","NCH"
"5e14d4e2-6860-4790-b26d-210ba6748bc4","HS","Ontario Institute for Cancer Research (OICR)","Sarcoma","NCH"
"86262e6f-c01f-4b0e-9d8e-1328965ab7d8","HT","Case Western - St Joes","Brain Lower Grade Glioma","IGC"
"6d56de1d-cbc4-4f46-8638-72a32ef2d62d","HU","National Cancer Center Korea","Stomach adenocarcinoma","IGC"
"639d424f-5875-4555-95f9-be0b4ae5c8a8","HV","National Cancer Center Korea","Pancreatic adenocarcinoma","IGC"
"33e9592d-25f4-4bb1-9696-81927126cd77","HW","MSKCC","Brain Lower Grade Glioma","IGC"
"71bdff08-ef83-4512-97f8-ebc1989bf733","HY","Gynecologic Oncology Group","Sarcoma","NCH"
"cccdcc2d-34e3-451b-b40e-2690a409a3d2","HZ","International Genomics Consortium","Pancreatic adenocarcinoma","IGC"
"d9e3091c-cdaa-41ad-af5b-dd688686ccbd","IA","Cleveland Clinic","Kidney renal papillary cell carcinoma","IGC"
"bb631856-abfa-461f-b3c4-fb0c7b01c02d","IB","Alberta Health Services","Pancreatic adenocarcinoma","IGC"
"4b7268f1-0f1f-4a3d-b556-359fcb54101b","IC","University of Pittsburgh","Esophageal carcinoma ","NCH"
"bc084481-e60b-485b-abe0-1c4a666ac882","ID","ABS - IUPUI","Acute Myeloid Leukemia","NCH"
"d82a7458-9592-456c-9fa9-bbbbcd4bc7fe","IE","ABS - IUPUI","Sarcoma","NCH"
"cde78f54-41d1-4551-b2d4-a830905a5589","IF","University of Texas MD Anderson Cancer Center","Sarcoma","NCH"
"1b9a7640-32c1-4a1c-84e4-e0bd912d9eb7","IG","Asterand","Esophageal carcinoma ","NCH"
"f98c2dd9-dc81-4a56-8721-d96aee30b04c","IH","University of Miami","Skin Cutaneous Melanoma","NCH"
"37992a83-a509-4b7b-b0f7-819f2d802136","IJ","Christiana Healthcare","Acute Myeloid Leukemia","NCH"
"f5258180-7e27-46aa-9cd3-2cf475f9690a","IK","Christiana Healthcare","Brain Lower Grade Glioma","IGC"
"8af4a499-2568-49d1-a747-5cd089fe758b","IM","University of Miami","Thyroid carcinoma","NCH"
"6e6fe962-8fde-4fff-a357-ca697f813cad","IN","University of Pittsburgh","Stomach adenocarcinoma","IGC"
"0695de0c-7321-41cd-a071-4fb681fc2ff6","IP","ABS - IUPUI","Stomach adenocarcinoma","IGC"
"6f0ff3d9-0eff-4aee-93cd-91f3268ae3e3","IQ","University of Miami","Head and Neck squamous cell carcinoma","IGC"
"d81589e4-5196-4b6a-8a3b-3041a1b77634","IR","Memorial Sloan Kettering","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"1b912e51-7f17-4461-a9a3-1d949f4976ce","IS","Memorial Sloan Kettering","Sarcoma","NCH"
"c9ba2130-d438-43fa-90a6-9af688879d30","IT","University of Texas MD Anderson Cancer Center","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"5bd9111a-78de-40a5-9f38-b5b8bf3eb10f","IU","University of Texas MD Anderson Cancer Center","Sarcoma","NCH"
"f42486af-c45b-46a8-a31d-e6a673611d3f","IV","International Genomics Consortium","Acute Myeloid Leukemia","NCH"
"30e4b5d9-865a-4c8c-8f40-73f952e8b4ae","IW","Cedars Sinai","Sarcoma","NCH"
"62074376-b425-4d9f-98e8-7f5ea22f4351","IX","ABS - Lahey Clinic","Brain Lower Grade Glioma","IGC"
"c5ad04f6-b0fd-4d08-a491-b204817c4891","IY","ABS - Lahey Clinic","Head and Neck squamous cell carcinoma","IGC"
"76155efe-62e8-46a7-a4ac-835234cb6d34","IZ","ABS - Lahey Clinic","Kidney renal papillary cell carcinoma","IGC"
"62868bd9-beab-49ae-9600-35afa9542237","J1","ABS - Lahey Clinic","Lung squamous cell carcinoma","IGC"
"9536c57b-174f-471c-bb93-580b284a06da","J2","ABS - Lahey Clinic","Lung adenocarcinoma","IGC"
"476a0235-cbbd-4f4e-bdba-ccacdc2de6c4","J3","ABS - Lahey Clinic","Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","IGC"
"de0763ff-b6f5-4924-b72e-9297d217d8d5","J4","ABS - Lahey Clinic","Prostate adenocarcinoma","IGC"
"5f93b3ae-237d-4ec0-99a4-af1deb1dfcc3","J5","ABS - Lahey Clinic","Stomach adenocarcinoma","IGC"
"b4be4764-c630-4c0f-b3f2-ad42215d2898","J6","St. Joseph's Medical Center-(MD)","Bladder Urothelial Carcinoma","NCH"
"a1a249f4-7357-4712-9d56-5e37a030630c","J7","ILSBio","Kidney renal papillary cell carcinoma","IGC"
"0db67d83-2eae-4322-823e-31ef67523d61","J8","Mayo Clinic","Thyroid carcinoma","NCH"
"6da0dba5-7a60-4f1e-b7d0-197b9f360fb6","J9","Melbourne Health","Prostate adenocarcinoma","IGC"
"15f6680d-b105-4753-8713-9ec2c4312779","JA","ABS - Research Metrics Pakistan","Head and Neck squamous cell carcinoma","IGC"
"a4d9848b-c23d-4173-84f5-aaa6126330d5","JB","ABS - Research Metrics Pakistan","Kidney renal clear cell carcinoma","IGC"
"de2e06f8-03f0-4963-8a62-416aabdf0121","JC","ABS - Research Metrics Pakistan","Kidney renal papillary cell carcinoma","IGC"
"1cbcbd0a-8e07-4622-9706-0f02df22ceb6","JD","ABS - Research Metrics Pakistan","Lung squamous cell carcinoma","IGC"
"9bc14b66-4303-48b4-8c44-8bb60ad160b8","JE","ABS - Research Metrics Pakistan","Lung adenocarcinoma","IGC"
"3c41e03a-1c21-409c-854d-1d9ecbcba969","JF","ABS - Research Metrics Pakistan","Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","IGC"
"add653e1-01bc-441c-a92c-6b5fb7ad6fda","JG","ABS - Research Metrics Pakistan","Pancreatic adenocarcinoma","IGC"
"f11ef117-36b4-48e6-9d6a-eaa61785cac9","JH","ABS - Research Metrics Pakistan","Prostate adenocarcinoma","IGC"
"27599d4d-ba90-488f-874d-df2dda215dc1","JI","ABS - Research Metrics Pakistan","Stomach adenocarcinoma","IGC"
"3d7ccc4a-3407-45b6-b7d9-f2143bb73b6d","JJ","ABS - Research Metrics Pakistan","Acute Myeloid Leukemia","NCH"
"dff22cad-a1d9-4125-9f12-c5fa547ce61f","JK","ABS - Research Metrics Pakistan","Bladder Urothelial Carcinoma","NCH"
"38226cc6-224e-4f94-9c63-0163c374d583","JL","ABS - Research Metrics Pakistan","Breast invasive carcinoma","NCH"
"e5579033-54ac-4baf-8f72-132f476920dd","JM","ABS - Research Metrics Pakistan","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"00edcddc-8daf-41d8-b203-6b571e8cd6e2","JN","ABS - Research Metrics Pakistan","Sarcoma","NCH"
"6bdbd88a-b047-454f-8ff3-3099b6ad7af4","JO","ABS - Research Metrics Pakistan","Uterine Corpus Endometrial Carcinoma","NCH"
"7b694961-7002-46bb-9bc6-8e83d0fb6cf9","JP","ABS - Research Metrics Pakistan","Esophageal carcinoma ","NCH"
"b2175398-ebd6-4d5d-83e6-e5883c3527bd","JQ","ABS - Research Metrics Pakistan","Skin Cutaneous Melanoma","NCH"
"9259b8e1-acad-4510-821b-93bdd8021dec","JR","ABS - Research Metrics Pakistan","Liver hepatocellular carcinoma","NCH"
"74860e66-d9d6-4a0b-a8cd-13cfea38043f","JS","ABS - Research Metrics Pakistan","Thyroid carcinoma","NCH"
"9f39e757-6198-4ca7-b1f2-9d91cbe89a70","JT","MD Anderson Cancer Center","Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","IGC"
"485f6699-c989-4277-908e-d4f05d4e59e2","JU","BLN - Baylor","Uterine Corpus Endometrial Carcinoma","NCH"
"8eafe30f-d426-4936-87bd-77b4399fd03d","JV","BLN - Baylor","Sarcoma","NCH"
"d45a0739-828a-4f10-9578-d9a0a3e5d6cd","JW","BLN - Baylor","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"4f3ccb39-8d1f-45df-9a8c-26edc2ebda37","JX","Washington University","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"8ecfada7-3f85-4636-b234-d24d7861fbb4","JY","University Health Network","Esophageal carcinoma ","NCH"
"0adb563f-3b70-41a6-8fcb-9417db611d37","JZ","University of Rochester","Esophageal carcinoma ","NCH"
"1c732068-f451-4392-81f6-97cebae861c4","K1","University of Pittsburgh","Sarcoma","NCH"
"963243bc-2133-45aa-a099-e85cda634982","K2","ABS - Lahey Clinic","Acute Myeloid Leukemia","NCH"
"28bcbd67-9360-4b5c-804d-dbfbe4fa9989","K3","ABS - Lahey Clinic","Breast invasive carcinoma","NCH"
"e5cf9cbd-e66e-47a4-a2e4-1f086d911a75","K4","ABS - Lahey Clinic","Bladder Urothelial Carcinoma","NCH"
"d5bd0b79-bc7a-494a-9dd3-7ca44f117e76","K5","ABS - Lahey Clinic","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"1d9105ff-7350-44e8-b460-059404754b06","K6","ABS - Lahey Clinic","Uterine Corpus Endometrial Carcinoma","NCH"
"b8bf8e1b-930d-4b1d-9a42-4e4e67b0ea71","K7","ABS - Lahey Clinic","Liver hepatocellular carcinoma","NCH"
"63c57030-486d-4259-93d5-84693c804404","K8","ABS - Lahey Clinic","Skin Cutaneous Melanoma","NCH"
"04131325-71be-4f43-a8ff-e0eab33adc1c","K9","ABS - Lahey Clinic","Thyroid carcinoma","NCH"
"6d8b6c96-d776-4579-9497-8ccd3c90f14b","KA","ABS - Lahey Clinic","Esophageal carcinoma ","NCH"
"65d14317-886e-47ff-a725-65ec444f214f","KB","University Health Network, Toronto","Stomach adenocarcinoma","IGC"
"8cf46a0e-2a9f-46f7-8989-03ea01550ede","KC","Cornell Medical College","Prostate adenocarcinoma","IGC"
"56d988d8-8f6c-43e0-acb6-a3dab76d9828","KD","Mount Sinai School of Medicine","Sarcoma","NCH"
"6b780afc-55a4-473f-8d08-c678ee6fe726","KE","Mount Sinai School of Medicine","Uterine Corpus Endometrial Carcinoma","NCH"
"9e1975a1-2205-4b71-b476-9e79fad4ea36","KF","Christiana Healthcare","Sarcoma","NCH"
"09347eb9-e93e-44a4-afb8-1f31c462f548","KG","Baylor Network","Pancreatic adenocarcinoma","IGC"
"7fdccbe8-5590-4ea8-baba-2d515cd92052","KH","Memorial Sloan Kettering","Esophageal carcinoma ","NCH"
"ca1808f9-6cb4-4ef2-abf8-b0931e412cdf","KJ","University of Miami","Uterine Corpus Endometrial Carcinoma","NCH"
"92f86e38-d1f8-4196-a8a1-7eaade4358d8","KK","MD Anderson Cancer Center","Prostate adenocarcinoma","IGC"
"8787379a-e615-471d-a240-8226b0e4b424","KL","MSKCC","Kidney Chromophobe","IGC"
"f001416b-7435-4a45-84f5-dc3a389e8de9","KM","NCI Urologic Oncology Branch","Kidney Chromophobe","IGC"
"c712b5f7-0146-4ff7-bbc3-9c19458eb2f5","KN","Harvard","Kidney Chromophobe","IGC"
"a3b39dae-5499-4db8-be6a-e31bad0b45f9","KO","MD Anderson Cancer Center","Kidney Chromophobe","IGC"
"ae10329e-21b6-4a82-bbcc-9d5a1b4a73d0","KP","British Columbia Cancer Agency","Uterine Corpus Endometrial Carcinoma","NCH"
"7e5af72a-0826-46a7-8a7c-dc1cec82bef6","KQ","Cornell Medical College","Bladder Urothelial Carcinoma","NCH"
"63905e2b-32ee-4864-93d5-53eeca7514f8","KR","University Of Michigan","Liver hepatocellular carcinoma","NCH"
"66bd69bd-eae4-47a5-8d90-41b97677a6f2","KS","University Of Michigan","Thyroid carcinoma","NCH"
"bc619cc6-47c4-4ca5-b757-011653621916","KT","Hartford","Brain Lower Grade Glioma","IGC"
"12c86f40-d42a-4c29-bd20-dd0995f01c0f","KU","Hartford","Head and Neck squamous cell carcinoma","IGC"
"b4aca97b-9f77-4be3-895a-c10989e7ab24","KV","Hartford","Kidney renal papillary cell carcinoma","IGC"
"c66e177f-f018-483c-8f76-e4df535d1a20","KW","Hartford","Lung squamous cell carcinoma","IGC"
"2d6e9e60-71a6-40cb-845e-b271196df220","KX","Hartford","Lung adenocarcinoma","IGC"
"8b457582-a5d2-42ba-90ae-5bd685117e57","KY","Hartford","Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","IGC"
"e74c52b8-8106-4f92-a346-1b2758d78dff","KZ","Hartford","Stomach adenocarcinoma","IGC"
"6908fd64-957a-4395-a370-8f625e087396","L1","Hartford","Pancreatic adenocarcinoma","IGC"
"3d84ecdf-268a-46a3-af87-b771492446f8","L2","Hartford","Prostate adenocarcinoma","IGC"
"2f350570-d8bc-4562-94e2-069818c48ecf","L3","Gundersen Lutheran Health System","Lung squamous cell carcinoma","IGC"
"8f8d767e-1024-41e9-b4a2-2e365fd5cb88","L4","Gundersen Lutheran Health System","Lung adenocarcinoma","IGC"
"a8e0029e-480f-4663-bbb7-db10b6edd4af","L5","University of Michigan","Esophageal carcinoma ","NCH"
"846f4cd2-4ef5-4409-9afe-55491ecaac5b","L6","National Institutes of Health","Thyroid carcinoma","NCH"
"4e909178-db2b-48bf-9f3d-8327f98455b6","L7","Christiana Care","Esophageal carcinoma ","NCH"
"da513228-c18f-4654-a1c7-ec7439ba093a","L8","University of Miami","Kidney renal papillary cell carcinoma","NCH"
"466e99ef-be90-47b8-aeb5-7add10105df7","L9","Candler","Lung adenocarcinoma","IGC"
"81836616-50c2-45f9-9210-26a6f0172d5e","LA","Candler","Lung squamous cell carcinoma","IGC"
"e9b055e3-3910-4741-9041-508613c53985","LB","Candler","Pancreatic adenocarcinoma","IGC"
"5e2fa319-64d7-4cd4-a04e-b503fe48201d","LC","Hartford Hospital","Bladder Urothelial Carcinoma","NCH"
"7e1c7bc0-de0e-43ab-a1b1-70e2da61e391","LD","Hartford Hospital","Breast invasive carcinoma","NCH"
"2792064f-1d4e-4f19-92d5-1b64a0902878","LE","Hartford Hospital","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"b07ceab8-d1ac-441b-a0be-82b5fd21fdac","LF","Hartford Hospital","Esophageal carcinoma ","NCH"
"a312b131-9201-49d3-ae76-444e3527340c","LG","Hartford Hospital","Liver hepatocellular carcinoma","NCH"
"fd539706-528b-4564-a53e-46311715c1a7","LH","Hartford Hospital","Skin Cutaneous Melanoma","NCH"
"a3a91797-81ab-4d09-8c72-f6ebc9a349d5","LI","Hartford Hospital","Sarcoma","NCH"
"5f4ed998-fb1c-4c66-84ab-7e2a0510ffce","LJ","Hartford Hospital","Thyroid carcinoma","NCH"
"217db991-db0c-497b-8546-f25a828abd42","LK","University of Pittsburgh","Mesothelioma","NCH"
"ea5baa93-b3bd-4f5e-b6f9-81c50b76512b","LL","Candler","Breast invasive carcinoma","NCH"
"f239763c-8c8e-4262-a30d-51dad5eb8735","LM","Candler","Kidney renal papillary cell carcinoma","NCH"
"83c3a949-8a38-426d-a413-d52eae7a8230","LN","ILSBIO","Esophageal carcinoma ","NCH"
"b1ac28ab-bcfd-4bf8-a789-4c3519c1365d","LP","ILSBIO","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"1c12dd48-b21a-4170-b399-a67e0d321545","LQ","Gundersen Lutheran Health System","Breast invasive carcinoma","NCH"
"38915d06-31bb-446a-ac88-a47277209a74","LR","Gundersen Lutheran Health System","Thyroid carcinoma","NCH"
"1ca469b8-183a-4f15-94ad-3d02de169ef3","LS","Gundersen Lutheran Health System","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"486e61c4-75ef-4fc8-9002-102d2e76c404","LT","Gundersen Lutheran Health System","Bladder Urothelial Carcinoma","NCH"
"e37c6ef9-31d0-48e2-80d9-6902a4f87e32","LU","ABS - Blokhin","Bladder Urothelial Carcinoma","NCH"
"3535345f-1356-4f12-bf02-943429a352eb","LV","ABS - Blokhin","Liver hepatocellular carcinoma","NCH"
"10e9c7a8-ecc4-44cd-b8cd-5179a14e622a","LW","ABS - Blokhin","Esophageal carcinoma ","NCH"
"d798de13-812d-45ef-89a7-bba5c8de7fab","LX","ABS - Blokhin","Uterine Corpus Endometrial Carcinoma","NCH"
"f4e4d722-982c-4449-83a3-0cc884269b21","LY","ABS - Blokhin","Sarcoma","NCH"
"3cc43303-6d6d-4d3c-9005-46cce5b3fa14","LZ","ABS - Blokhin","Thyroid carcinoma","NCH"
"f2eff247-3c93-4cbf-8b53-176995b39573","M1","ABS - Blokhin","Acute Myeloid Leukemia","NCH"
"d449a722-8b3e-4716-836a-3a35ac3680c9","M2","ABS - Blokhin","Breast invasive carcinoma","NCH"
"0bc82ce3-df00-4944-8d26-6d0b32cf1cc2","M3","ABS - Blokhin","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"c317c28c-769f-4dda-b9d5-4a58d9fb8a17","M4","ABS - Blokhin","Skin Cutaneous Melanoma","NCH"
"15877bf4-b065-4850-b482-9ad60e7a7189","M5","Greater Poland Cancer Center","Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","NCH"
"45d8732f-8294-407a-8d81-32370e472e20","M6","Greater Poland Cancer Center","Sarcoma","NCH"
"1d9dadb1-ef15-4687-a007-adfe53d1f0e5","M7","University of North Carolina","Prostate adenocarcinoma","NCH"
"805e42a5-075b-4645-8351-6b8fc8ef2c2e","M8","Ontario Institute for Cancer Research (OICR)","Pancreatic adenocarcinoma","NCH"
"9457bee0-49f4-4a71-b559-1622da559e24","M9","Ontario Institute for Cancer Research (OICR)","Esophageal carcinoma ","NCH"
"00f8441d-cfc2-4b0d-a5bc-e4d9ce96c6e1","MA","MD Anderson Cancer Center","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"900da820-6e2d-4c86-815f-aaa84f9e6f87","MB","University of Minnesota","Sarcoma","NCH"
"ec0e8ddd-e488-455b-ae38-d96d3afa6c6b","MC","University of Minnesota","Thyroid carcinoma","NCH"
"1be33e37-d56d-475c-b2e4-85bcc75dafdd","MD","University of Minnesota","Kidney renal papillary cell carcinoma","NCH"
"7d45048f-2dcb-4ee4-bbd4-04cd886c54c6","ME","University of Minnesota","Lung adenocarcinoma","NCH"
"1abe392b-05a3-4f75-9b93-9be1c2bae88c","MF","University of Minnesota","Lung squamous cell carcinoma","NCH"
"dbfa6485-a403-46c2-a369-4ce3804f7098","MG","BLN - Baylor","Prostate adenocarcinoma","NCH"
"a980e27c-fcc0-4a8e-966d-16b9e397e2c3","MH","BLN - Baylor","Kidney renal papillary cell carcinoma","NCH"
"50b87c86-afa7-431d-8051-317257f59837","MI","BLN - Baylor","Liver hepatocellular carcinoma","NCH"
"90c055c5-9942-47c9-92fe-e04b5a3b090a","MJ","BLN - Baylor","Sarcoma","NCH"
"b240b6fb-9bde-4ddd-a568-75169acd7a51","MK","BLN - Baylor","Thyroid carcinoma","NCH"
"4d79ec6f-f349-4ac9-9a8e-d771ff43f959","ML","BLN - Baylor","Lung squamous cell carcinoma","NCH"
"c0e25c10-166a-4bea-983f-0f1415f1f341","MM","BLN - Baylor","Kidney renal clear cell carcinoma","NCH"
"3b5cc668-0f2d-4310-ac1f-c3551468d8da","MN","BLN - Baylor","Lung adenocarcinoma","NCH"
"7a0b365e-e28c-48d5-9e6f-ae6e5343d255","MO","ILSBio","Sarcoma","NCH"
"42dd3b8b-6406-4d01-8fbe-ebae6aac971c","MP","Washington University - Mayo Clinic","Lung adenocarcinoma","NCH"
"15f0a729-ae9b-4433-936c-7e1a82373e7a","MQ","Washington University - NYU","Mesothelioma","NCH"
"c5e98bed-fe26-488a-b0ff-dc50d488325f","MR","University of Minnesota","Liver hepatocellular carcinoma","NCH"
"0da88f4f-911c-453b-8614-968f3fee1474","MS","University of Minnesota","Breast invasive carcinoma","NCH"
"bba7d359-c016-4fde-8ade-d58e333fb938","MT","University of Minnesota","Head and Neck squamous cell carcinoma","NCH"
"84395a46-422a-42a7-8ca5-36745c2b69f7","MU","University of Minnesota","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"34ca16a2-5341-43cf-9015-a3093ec42017","MV","University of Minnesota","Bladder Urothelial Carcinoma","NCH"
"a2419066-1e6d-40ca-a921-6152ec8dedc2","MW","University of Miami","Kidney renal clear cell carcinoma","NCH"
"ed8de758-8dfe-4b9b-a9a6-7a94b202e565","MX","MSKCC","Stomach adenocarcinoma","NCH"
"5e4acf05-cc82-4b70-b497-4924e68a60f6","MY","Montefiore Medical Center","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"a674b0e3-19ed-4106-96cc-d586153c0d23","MZ","Montefiore Medical Center","Head and Neck squamous cell carcinoma","NCH"
"93cea076-d152-42df-aaf8-8f5c7cf6e232","N1","Montefiore Medical Center","Sarcoma","NCH"
"4f417b1f-3c4c-4fa6-b27f-05cbe0a10f01","N2","Southwestern Medical Center at Dallas","Kidney renal papillary cell carcinoma","NCH"
"fbf6acc1-dffc-4d01-88ea-56ae962016ae","N3","Southwestern Medical Center at Dallas","Kidney renal clear cell carcinoma","NCH"
"6cf2a934-b45f-4e1a-937f-c2ad88792dc2","N4","Southwestern Medical Center at Dallas","Kidney Chromophobe","NCH"
"37811760-b0e9-4a17-b4d5-d47f37e358b2","N5","MSKCC","Uterine Carcinosarcoma","NCH"
"82828f48-c8bc-4f65-bc08-f0cf4953b9ea","N6","University of Pittsburgh","Uterine Carcinosarcoma","NCH"
"84e90e0c-4179-4af4-a74b-bc5efb7befbd","N7","Washington University","Uterine Carcinosarcoma","NCH"
"c0fff389-e3e6-4f70-a11d-396e19ec4a5b","N8","University of North Carolina","Uterine Carcinosarcoma","NCH"
"1cbb05f2-3e68-4b71-8c7c-24c68b8efa6c","N9","MD Anderson","Uterine Carcinosarcoma","NCH"
"9a927152-75ca-47c0-bcf9-998c53787ace","NA","Duke University","Uterine Carcinosarcoma","NCH"
"c34106b3-c749-4d04-a9ff-90333b01d8c7","NB","Washington University - CHUV","Lung adenocarcinoma","NCH"
"43eb0ef6-257e-4279-b665-da885e402bbd","NC","Washington University - CHUV","Lung squamous cell carcinoma","NCH"
"f653c18f-19c5-4a4f-92a7-26047381e4f6","ND","Cedars Sinai","Uterine Carcinosarcoma","NCH"
"5bea782a-c002-4f59-8e7a-941c9ec1574e","NE","University of Miami","Uterine Carcinosarcoma","NCH"
"e3aaddba-b967-4246-a980-79e30b890951","NF","Mayo Clinic - Rochester","Uterine Carcinosarcoma","NCH"
"5e6fd9d1-1511-4588-b153-a7abc208ab03","NG","Roswell Park","Uterine Carcinosarcoma","NCH"
"8021697b-3a1e-4de1-8911-1e9edf8e1df0","NH","Candler","Colon adenocarcinoma","NCH"
"fbdc564f-10bb-48bc-897b-30fcd060df7d","NI","Roswell Park","Liver hepatocellular carcinoma","NCH"
"2a10c6e4-1eb0-4968-b757-5bd9b9397ccc","NJ","Washington University - Rush University","Lung adenocarcinoma","NCH"
"07bd95de-f6ef-48c1-b67c-36d95c114175","NK","Washington University - Rush University","Lung squamous cell carcinoma","NCH"
"08fdda68-4db1-48d3-ab77-ff598d64b836","NL","Christiana Healthcare","Uterine Carcinosarcoma","NCH"
"eaf21e59-4083-4710-8608-f58c74dad34e","NM","Cambridge BioSource","Head and Neck squamous cell carcinoma","NCH"
"db84387b-9290-4684-9c39-a6ff00b036a7","NN","Washington University - Cleveland Clinic","Mesothelioma","NCH"
"98887d54-802b-47ab-b864-4b1c2b27b75a","NP","International Genomics Consortium","Kidney Chromophobe","NCH"
"c44112d9-03bc-4a8a-b2cd-23056d221ec2","NQ","International Genomics Consortium","Mesothelioma","NCH"
"4ec3bff4-8e84-4688-98ce-ab5bbd443e79","NR","International Genomics Consortium","Uterine Carcinosarcoma","NCH"
"4c142dfe-fa05-41d5-8a44-f86fd28b887c","NS","Gundersen Lutheran Health System","Skin Cutaneous Melanoma","NCH"
"b9f89f90-22a3-4e43-89b3-955b124450f6","NT","International Genomics Consortium","Esophageal carcinoma ","NCH"
"c299d427-64a8-4088-ae7a-ea5e5b38407c","NU","LeHigh Valley Health Network","Esophageal carcinoma ","NCH"
"6a541488-d4a3-45cd-95a0-5f6dd806341b","NV","LeHigh Valley Health Network","Brain Lower Grade Glioma","NCH"
"0e57a986-3edc-4b03-bb16-cc36b340b991","NW","LeHigh Valley Health Network","Lung adenocarcinoma","NCH"
"4853dfbb-0af6-42bb-af5a-76fbcdee6d0f","NX","LeHigh Valley Health Network","Lung squamous cell carcinoma","NCH"
"de4d317b-b69f-4fd3-96d3-ae3f96276182","NY","LeHigh Valley Health Network","Pancreatic adenocarcinoma","NCH"
"add34d77-e270-46e1-8897-221b2a23fd8c","NZ","Montefiore Medical Center","Uterine Carcinosarcoma","NCH"
"df6fd7c4-322c-4de2-a818-73da2e06e79d","O1","Washington University - CALGB","Lung adenocarcinoma","NCH"
"e1cc51c8-5301-492f-bba2-edadc27371b1","O2","Washington University - CALGB","Lung squamous cell carcinoma","NCH"
"12c42db6-33fd-4f59-bd17-789c533525b3","O3","Saint Mary's Health Care","Head and Neck squamous cell carcinoma","NCH"
"801352a4-2aaf-45fe-ad7d-a43972070c70","O4","Saint Mary's Health Care","Bladder Urothelial Carcinoma","NCH"
"b2bbfa59-c983-445c-b245-ac9dfd0733f0","O5","Saint Mary's Health Care","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"f3bb66f0-cab9-47ab-80cb-11249ccd5545","O6","Saint Mary's Health Care","Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","NCH"
"4968ac69-1747-42ee-9d5b-64f1c4db6d03","O7","Saint Mary's Health Care","Acute Myeloid Leukemia","NCH"
"a726d514-ca24-463c-b14a-bc35223cb393","O8","Saint Mary's Health Care","Liver hepatocellular carcinoma","NCH"
"007cd143-c644-4344-8ed5-7ca0c65f2cf8","O9","Saint Mary's Health Care","Kidney renal papillary cell carcinoma","NCH"
"3db44469-07f9-4105-b6f2-7d9e8b6ff762","OA","Saint Mary's Health Care","Brain Lower Grade Glioma","NCH"
"f109f1d2-891d-4e60-823d-c61c1d018a19","OB","Saint Mary's Health Care","Lung adenocarcinoma","NCH"
"d00f6323-7a85-4ba9-bfe9-f6c2fe9ea68b","OC","Saint Mary's Health Care","Lung squamous cell carcinoma","NCH"
"15b55b2a-6340-4887-8b08-798beb6898ca","OD","Saint Mary's Health Care","Skin Cutaneous Melanoma","NCH"
"797b5f64-6310-4d85-a172-cad123865b46","OE","Saint Mary's Health Care","Pancreatic adenocarcinoma","NCH"
"63cd47d2-9059-43e1-af44-ab35e69ee64a","OF","Saint Mary's Health Care","Prostate adenocarcinoma","NCH"
"7031bcab-2da5-446f-af6d-6d7b2ebd4f1f","OG","Saint Mary's Health Care","Sarcoma","NCH"
"22065e1f-b7f1-4c5c-bc0b-25b9c8de7d9d","OH","Saint Mary's Health Care","Stomach adenocarcinoma","NCH"
"4ee346ef-d4d8-4d44-8ebc-201b128c6585","OJ","Saint Mary's Health Care","Thyroid carcinoma","NCH"
"7db81809-7c70-4498-81ce-cf8444f275d8","OK","Mount Sinai School of Medicine","Breast invasive carcinoma","NCH"
"6ab99f0f-b587-435f-8215-f4ec6f4d19de","OL","University of Chicago","Breast invasive carcinoma","NCH"
"13ee75a5-5656-4ae4-98fe-f274f199cd7c","OM","University of Chicago","Thyroid carcinoma","NCH"
"47696925-71ea-4666-96b3-948a8afba1ff","ON","University of Chicago","Pancreatic adenocarcinoma","NCH"
"a959f610-2d2c-448e-8e37-a22e33e8d0d5","OP","University of Chicago","Stomach adenocarcinoma","NCH"
"86f77952-7df8-4a1a-8fd2-426c5e21239a","OQ","MD Anderson","Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","NCH"
"0c083415-88f4-4469-ac05-ba5d694ec2fa","OR","University of Michigan","Adrenocortical carcinoma","NCH"
